Student,Timezone,Grade,Subject1,Other,Evaluation1,Subject2,Other2,Evaluation2,Subject3,Other3,Evaluation3,SAT,ACT,Availability,Platform
4613,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4614,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4615,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4616,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4617,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4618,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
4619,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4620,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
4621,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4622,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4623,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
4624,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4625,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4626,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
4627,PT,10th Grade,English Writing,,1,Spanish,,2,Math (up to Algebra),,3,"Math, Reading, Writing",English,"Tuesdays, Fridays","Zoom, Facetime"
4628,CT,4th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Tuesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4629,PT,11th Grade,History,,3,English Writing,,3,Biology,,2,"Math, Reading, Writing","English, Math, Reading","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4630,PT,9th Grade,Other,Business,2,English Writing,,3,,,,,,"Mondays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime"
4631,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4632,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4633,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
4634,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4635,ET,7th Grade,Math (up to Algebra),,3,English Writing,,3,ACT Science,,3,,"English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4636,PT,8th Grade,Math (up to Algebra),,2,English Writing,,2,English Reading,,3,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4637,ET,12th Grade,English Writing,,2,English Reading,,2,,,,,,"Fridays, Saturdays",Zoom
4638,ET,7th Grade,Geometry,,2,Computer Science,,2,Math (up to Algebra),,2,,,"Saturdays, Sundays",Zoom
4639,ET,7th Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Wednesdays",Zoom
4640,ET,7th Grade,Math (up to Algebra),,3,Other,Science,2,Other,Humanities,2,,,Fridays,"Zoom, Facetime, Google Hangouts"
4641,ET,11th Grade,SAT,,3,,,,,,,"Math, Writing",,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4642,ET,10th Grade,SAT,,1,Computer Science,,3,Chemistry,,4,"Math, Reading, Writing",,"Fridays, Saturdays, Sundays",Zoom
4643,ET,12th Grade,English Writing,,2,English Reading,,3,Chinese,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Skype"
4644,ET,7th Grade,Spanish,,3,English Writing,,3,Other,Social Studies,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4645,ET,7th Grade,Math (up to Algebra),,3,English Writing,,4,English Reading,,5,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4646,ET,7th Grade,Math (up to Algebra),,2,,,,,,,,,"Tuesdays, Wednesdays","Zoom, Facetime"
4647,CT,5th Grade,English Reading,,4,English Writing,,4,Spanish,,3,,,Wednesdays,Zoom
4648,CT,10th Grade,English Writing,,2,English Reading,,2,Geometry,,3,Math,"English, Math","Mondays, Wednesdays","Zoom, Facetime, Google Hangouts"
4649,ET,5th Grade,Math (up to Algebra),,2,English Reading,,3,Chemistry,,1,,,"Mondays, Tuesdays",Google Hangouts
4650,CT,12th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4651,ET,1st Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,1,,,"Mondays, Tuesdays",Google Hangouts
4652,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,1,,,Fridays,Google Hangouts
4653,ET,11th Grade,SAT,,1,ACT English,,1,College Applications,,1,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
4654,ET,7th Grade,Math (up to Algebra),,1,English Writing,,3,Other,Science,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4655,ET,5th Grade,English Writing,,3,Math (up to Algebra),,4,Other,SSAT/ISEE,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4656,ET,11th Grade,SAT,,3,ACT Math,,3,,,3,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays","Zoom, Facetime"
4657,ET,11th Grade,SAT,,2,Math (up to Algebra),,3,Calculus,,1,"Math, Reading, Writing","English, Math, Reading, Science","Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
4658,PT,10th Grade,Math (up to Algebra),,3,,,,,,,,,"Tuesdays, Thursdays, Saturdays","Zoom, Google Hangouts"
4659,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4660,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4661,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4662,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4663,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4664,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4665,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
4666,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
4667,ET,8th Grade,Math (up to Algebra),,3,Other,Science,3,English Reading,,3,,,"Mondays, Tuesdays, Fridays",Zoom
4668,ET,6th Grade,Math (up to Algebra),,4,English Reading,,4,Other,Science,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays",Zoom
4669,ET,3rd Grade,Math (up to Algebra),,4,English Writing,,4,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4670,ET,9th Grade,Math (up to Algebra),,4,Other,Music or Robotics,4,English Writing,,4,,,"Saturdays, Sundays",Zoom
4671,ET,8th Grade,Geometry,,4,English Writing,,4,,,,,,"Saturdays, Sundays",Zoom
4672,ET,6th Grade,Math (up to Algebra),,4,English Writing,,,,,,,,"Saturdays, Sundays",Zoom
4673,ET,10th Grade,English Reading,,3,English Writing,,3,Computer Science,,2,,,"Saturdays, Sundays",Google Hangouts
4674,ET,8th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,"Saturdays, Sundays",Google Hangouts
4675,ET,4th Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4676,ET,2nd Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4677,ET,1st Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4678,CT,8th Grade,English Reading,,1,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4679,ET,5th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4680,ET,2nd Grade,English Writing,,2,Math (up to Algebra),,3,English Writing,,2,,,"Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4681,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4682,MT,11th Grade,Math (up to Algebra),,2,Biology,,1,,,,,,"Mondays, Wednesdays, Thursdays","Zoom, Facetime, Microsoft teams"
4683,ET,10th Grade,Chemistry,,3,SAT Math,,3,French,,4,"Math, Reading, Writing",,"Wednesdays, Thursdays",Zoom
4684,ET,1st Grade,English Reading,,3,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4685,ET,9th Grade,Math (up to Algebra),,3,Biology,,3,English Writing,,3,,,"Thursdays, Saturdays",Zoom
4686,ET,1st Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4687,ET,7th Grade,English Writing,,2,Math (up to Algebra),,3,Biology,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4688,ET,12th Grade,Calculus,,1,,,,,,,,,"Mondays, Thursdays, Sundays","Zoom, Discord"
4689,ET,3rd Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4690,ET,1st Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4691,ET,9th Grade,Geometry,,1,French,,1,English Writing,,3,,,"Mondays, Wednesdays, Saturdays","Zoom, Facetime"
4692,ET,3rd Grade,Math (up to Algebra),,2,,,,,,,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Facetime"
4693,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Mondays, Tuesdays","Zoom, Facetime, Google Hangouts, Skype"
4694,ET,5th Grade,English Writing,,3,Math (up to Algebra),,3,,,,,,"Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts, Skype"
4695,ET,8th Grade,Math (up to Algebra),,3,SAT Math,,3,,,3,,,"Fridays, Wednesday & Thursday","Zoom, Facetime, Google Hangouts, Skype"
4696,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4697,PT,4th Grade,English Reading,,1,,,,,,,,,"Wednesdays, Saturdays",Zoom
4698,MT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4699,ET,6th Grade,Math (up to Algebra),,3,Spanish,,2,Computer Science,,3,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Google Hangouts"
4700,ET,5th Grade,French,,2,,,,,,,,,"Saturdays, Sundays","Zoom, Google Hangouts"
4701,ET,2nd Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4702,CT,4th Grade,English Reading,,3,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Fridays, Sundays","Zoom, Facetime"
4703,ET,11th Grade,Biology,,1,Calculus,,1,History,,1,,,"Mondays, Wednesdays, Thursdays, Saturdays","Zoom, Facetime, Google Hangouts"
4704,ET,11th Grade,SAT,,3,,,,,,,Math,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4705,ET,12th Grade,Chemistry,,3,,,,,,,,,Tuesdays,Zoom
4706,ET,3rd Grade,Math (up to Algebra),,3,,,,,,,,,"Mondays, Thursdays, Fridays, Sundays","Zoom, Google Hangouts"
4707,CT,4th Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4708,CT,4th Grade,Math (up to Algebra),,2,English Reading,,2,French,,1,,,"Tuesdays, Thursdays","Zoom, Facetime"
4709,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
4710,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4711,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
4712,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4713,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4714,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
4715,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
4716,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
4717,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4718,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
4719,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4720,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4721,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4722,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4723,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4724,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4725,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
4726,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4727,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4728,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4729,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4730,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4731,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4732,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4733,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4734,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4735,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4736,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4737,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4738,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
4739,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4740,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
4741,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4742,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4743,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
4744,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4745,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4746,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
4747,PT,10th Grade,English Writing,,1,Spanish,,2,Math (up to Algebra),,3,"Math, Reading, Writing",English,"Tuesdays, Fridays","Zoom, Facetime"
4748,CT,4th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Tuesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4749,PT,11th Grade,History,,3,English Writing,,3,Biology,,2,"Math, Reading, Writing","English, Math, Reading","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4750,PT,9th Grade,Other,Business,2,English Writing,,3,,,,,,"Mondays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime"
4751,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4752,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4753,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
4754,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4755,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4756,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4757,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4758,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4759,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4760,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4761,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
4762,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
4763,ET,8th Grade,Math (up to Algebra),,3,Other,Science,3,English Reading,,3,,,"Mondays, Tuesdays, Fridays",Zoom
4764,ET,6th Grade,Math (up to Algebra),,4,English Reading,,4,Other,Science,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays",Zoom
4765,ET,3rd Grade,Math (up to Algebra),,4,English Writing,,4,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4766,ET,9th Grade,Math (up to Algebra),,4,Other,Music or Robotics,4,English Writing,,4,,,"Saturdays, Sundays",Zoom
4767,ET,8th Grade,Geometry,,4,English Writing,,4,,,,,,"Saturdays, Sundays",Zoom
4768,ET,6th Grade,Math (up to Algebra),,4,English Writing,,,,,,,,"Saturdays, Sundays",Zoom
4769,ET,10th Grade,English Reading,,3,English Writing,,3,Computer Science,,2,,,"Saturdays, Sundays",Google Hangouts
4770,ET,8th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,"Saturdays, Sundays",Google Hangouts
4771,ET,4th Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4772,ET,2nd Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4773,ET,1st Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4774,CT,8th Grade,English Reading,,1,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4775,ET,5th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4776,ET,2nd Grade,English Writing,,2,Math (up to Algebra),,3,English Writing,,2,,,"Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4777,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4778,MT,11th Grade,Math (up to Algebra),,2,Biology,,1,,,,,,"Mondays, Wednesdays, Thursdays","Zoom, Facetime, Microsoft teams"
4779,ET,10th Grade,Chemistry,,3,SAT Math,,3,French,,4,"Math, Reading, Writing",,"Wednesdays, Thursdays",Zoom
4780,ET,1st Grade,English Reading,,3,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4781,ET,9th Grade,Math (up to Algebra),,3,Biology,,3,English Writing,,3,,,"Thursdays, Saturdays",Zoom
4782,ET,1st Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4783,ET,7th Grade,English Writing,,2,Math (up to Algebra),,3,Biology,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4784,ET,12th Grade,Calculus,,1,,,,,,,,,"Mondays, Thursdays, Sundays","Zoom, Discord"
4785,ET,3rd Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4786,ET,1st Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4787,ET,9th Grade,Geometry,,1,French,,1,English Writing,,3,,,"Mondays, Wednesdays, Saturdays","Zoom, Facetime"
4788,ET,3rd Grade,Math (up to Algebra),,2,,,,,,,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Facetime"
4789,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Mondays, Tuesdays","Zoom, Facetime, Google Hangouts, Skype"
4790,ET,5th Grade,English Writing,,3,Math (up to Algebra),,3,,,,,,"Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts, Skype"
4791,ET,8th Grade,Math (up to Algebra),,3,SAT Math,,3,,,3,,,"Fridays, Wednesday & Thursday","Zoom, Facetime, Google Hangouts, Skype"
4792,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4793,PT,4th Grade,English Reading,,1,,,,,,,,,"Wednesdays, Saturdays",Zoom
4794,MT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4795,ET,6th Grade,Math (up to Algebra),,3,Spanish,,2,Computer Science,,3,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Google Hangouts"
